n°Record;Freq;Signal-Level [];Video Quality (0-1-2);LAT;N/S;LON;E/W;DIST GPS[Km];Speed GPS[Km/h];DISTODO[Km];Speed ODO [km/h];Date;Time ;CRC-error;EMF level [dBuV/m];Antenna K factor [dB/m];Correction [dB]
421;619500000;-;2;45.066219;N;7.693811;E;2.69;12.946019;-;-;18/11/2024;09:22:58;0;-;-;-
431;619500000;-;2;45.066191;N;7.693715;E;2.7;4.813903;-;-;18/11/2024;09:23:08;0;-;-;-
440;619500000;-;2;45.066179;N;7.693586;E;2.72;8.832701;-;-;18/11/2024;09:23:17;0;-;-;-
447;619500000;-;2;45.066199;N;7.693451;E;2.73;5.917567;-;-;18/11/2024;09:23:24;0;-;-;-
453;619500000;-;2;45.066223;N;7.693311;E;2.74;8.35195;-;-;18/11/2024;09:23:30;0;-;-;-
459;619500000;-;2;45.066246;N;7.693191;E;2.75;5.294633;-;-;18/11/2024;09:23:36;0;-;-;-
466;619500000;-;2;45.06628;N;7.693078;E;2.76;4.314963;-;-;18/11/2024;09:23:43;0;-;-;-
473;619500000;-;2;45.066304;N;7.692958;E;2.77;6.034193;-;-;18/11/2024;09:23:50;0;-;-;-
481;619500000;-;2;45.066383;N;7.692863;E;2.78;8.481868;-;-;18/11/2024;09:23:58;0;-;-;-
487;619500000;-;1;45.066462;N;7.692783;E;2.79;5.730318;-;-;18/11/2024;09:24:04;0;-;-;-
493;619500000;-;0;45.066552;N;7.692747;E;2.8;5.662915;-;-;18/11/2024;09:24:10;0;-;-;-
500;619500000;-;0;45.066627;N;7.692672;E;2.81;5.253605;-;-;18/11/2024;09:24:17;0;-;-;-
506;619500000;-;2;45.066692;N;7.692584;E;2.82;4.642511;-;-;18/11/2024;09:24:23;0;-;-;-
514;619500000;-;2;45.066744;N;7.692492;E;2.83;5.599009;-;-;18/11/2024;09:24:31;0;-;-;-
520;619500000;-;0;45.066811;N;7.692378;E;2.85;8.78038;-;-;18/11/2024;09:24:37;0;-;-;-
524;619500000;-;2;45.066892;N;7.692313;E;2.86;7.73293;-;-;18/11/2024;09:24:41;0;-;-;-
530;619500000;-;0;45.066943;N;7.692206;E;2.87;7.056419;-;-;18/11/2024;09:24:47;0;-;-;-
537;619500000;-;2;45.066998;N;7.692092;E;2.88;5.646919;-;-;18/11/2024;09:24:54;0;-;-;-
543;619500000;-;2;45.067052;N;7.691988;E;2.89;6.945027;-;-;18/11/2024;09:25:00;0;-;-;-
547;619500000;-;0;45.067137;N;7.691941;E;2.9;7.564461;-;-;18/11/2024;09:25:04;0;-;-;-
552;619500000;-;0;45.067196;N;7.691855;E;2.91;6.967926;-;-;18/11/2024;09:25:09;0;-;-;-
559;619500000;-;0;45.067239;N;7.691736;E;2.92;5.221305;-;-;18/11/2024;09:25:16;0;-;-;-
567;619500000;-;0;45.067301;N;7.69168;E;2.93;4.857604;-;-;18/11/2024;09:25:24;0;-;-;-
575;619500000;-;0;45.067391;N;7.691753;E;2.94;10.356856;-;-;18/11/2024;09:25:32;0;-;-;-
584;619500000;-;0;45.067473;N;7.691818;E;2.96;4.019724;-;-;18/11/2024;09:25:41;0;-;-;-
593;619500000;-;0;45.067566;N;7.691882;E;2.97;6.886843;-;-;18/11/2024;09:25:50;0;-;-;-
599;619500000;-;0;45.067657;N;7.691905;E;2.98;7.741047;-;-;18/11/2024;09:25:56;0;-;-;-
608;619500000;-;0;45.067742;N;7.691962;E;2.99;6.46875;-;-;18/11/2024;09:26:05;0;-;-;-
615;619500000;-;0;45.067831;N;7.692016;E;3;5.658235;-;-;18/11/2024;09:26:12;0;-;-;-
622;619500000;-;0;45.067906;N;7.692087;E;3.01;6.307766;-;-;18/11/2024;09:26:19;0;-;-;-
628;619500000;-;2;45.067991;N;7.692139;E;3.02;6.12326;-;-;18/11/2024;09:26:25;0;-;-;-
634;619500000;-;2;45.068075;N;7.692186;E;3.03;6.5205;-;-;18/11/2024;09:26:31;0;-;-;-
640;619500000;-;2;45.068181;N;7.692233;E;3.04;12.442273;-;-;18/11/2024;09:26:37;0;-;-;-
645;619500000;-;2;45.068275;N;7.692264;E;3.05;8.627665;-;-;18/11/2024;09:26:42;0;-;-;-
651;619500000;-;2;45.068369;N;7.692283;E;3.06;5.238508;-;-;18/11/2024;09:26:48;0;-;-;-
658;619500000;-;2;45.068455;N;7.692342;E;3.08;3.390102;-;-;18/11/2024;09:26:55;0;-;-;-
665;619500000;-;2;45.068547;N;7.692425;E;3.09;9.960585;-;-;18/11/2024;09:27:02;0;-;-;-
671;619500000;-;2;45.068623;N;7.69249;E;3.1;4.166108;-;-;18/11/2024;09:27:08;0;-;-;-
678;619500000;-;2;45.068721;N;7.692545;E;3.11;8.407816;-;-;18/11/2024;09:27:15;0;-;-;-
684;619500000;-;2;45.068799;N;7.692619;E;3.12;6.182721;-;-;18/11/2024;09:27:21;0;-;-;-
691;619500000;-;2;45.068883;N;7.692682;E;3.13;4.838118;-;-;18/11/2024;09:27:28;0;-;-;-
698;619500000;-;2;45.068966;N;7.692739;E;3.14;4.651778;-;-;18/11/2024;09:27:35;0;-;-;-
707;619500000;-;0;45.069043;N;7.692807;E;3.15;8.427629;-;-;18/11/2024;09:27:44;0;-;-;-
713;619500000;-;0;45.069133;N;7.692883;E;3.16;6.970708;-;-;18/11/2024;09:27:50;0;-;-;-
720;619500000;-;0;45.069205;N;7.692984;E;3.18;5.944926;-;-;18/11/2024;09:27:57;0;-;-;-
727;619500000;-;0;45.069275;N;7.693068;E;3.19;4.855204;-;-;18/11/2024;09:28:04;0;-;-;-
734;619500000;-;0;45.069374;N;7.693097;E;3.2;5.289343;-;-;18/11/2024;09:28:11;0;-;-;-
741;619500000;-;2;45.069459;N;7.693152;E;3.21;5.91704;-;-;18/11/2024;09:28:18;0;-;-;-
749;619500000;-;0;45.069523;N;7.693234;E;3.22;3.836326;-;-;18/11/2024;09:28:26;0;-;-;-
756;619500000;-;0;45.069598;N;7.693304;E;3.23;5.567132;-;-;18/11/2024;09:28:33;0;-;-;-
763;619500000;-;0;45.069674;N;7.693385;E;3.24;6.13893;-;-;18/11/2024;09:28:40;0;-;-;-
771;619500000;-;0;45.069733;N;7.693475;E;3.25;5.554745;-;-;18/11/2024;09:28:48;0;-;-;-
777;619500000;-;0;45.069805;N;7.693544;E;3.26;5.381935;-;-;18/11/2024;09:28:54;0;-;-;-
783;619500000;-;0;45.069901;N;7.693605;E;3.27;7.176143;-;-;18/11/2024;09:29:00;0;-;-;-
788;619500000;-;0;45.069986;N;7.693645;E;3.28;5.752435;-;-;18/11/2024;09:29:05;0;-;-;-
794;619500000;-;0;45.070067;N;7.693701;E;3.29;7.058798;-;-;18/11/2024;09:29:11;0;-;-;-
800;619500000;-;2;45.070162;N;7.693751;E;3.3;6.372953;-;-;18/11/2024;09:29:17;0;-;-;-
806;619500000;-;2;45.070258;N;7.693765;E;3.31;6.677208;-;-;18/11/2024;09:29:23;0;-;-;-
817;619500000;-;2;45.070341;N;7.693812;E;3.32;6.582559;-;-;18/11/2024;09:29:34;0;-;-;-
824;619500000;-;2;45.070431;N;7.693869;E;3.34;6.558573;-;-;18/11/2024;09:29:41;0;-;-;-
831;619500000;-;2;45.070519;N;7.693928;E;3.35;6.845614;-;-;18/11/2024;09:29:48;0;-;-;-
838;619500000;-;2;45.070617;N;7.693963;E;3.36;5.625316;-;-;18/11/2024;09:29:55;0;-;-;-
845;619500000;-;2;45.070711;N;7.693986;E;3.37;4.88141;-;-;18/11/2024;09:30:02;0;-;-;-
